phone title,price,old price
"Huawei P30 Lite, 6.15"", 4GB + 128GB , 48MP Triple Camera (Dual SIM), Midnight Black.","KSh 23,275","KSh 38,900"
"Huawei Y9A Smartphone,Dual SIM,128+8 GB RAM,4200 MAh,6.63"" Display-Sakura Pink","KSh 29,999","KSh 38,750"
"Huawei Nova 5T, 6.26"",8GB+128GB,-(Dual Sim)-48MP, 3750mAh ,Crush Blue +FREE GIFT BUNDLE","KSh 33,479","KSh 41,000"
"Huawei Y6p, 6.3"", 64 GB + 3 GB, Battery 5000 MAh- Emerald Green","KSh 14,775","KSh 16,799"
"Huawei Y6p,6.3"",64GB + 3GB,4G,5000MAh Emrald Green+FREE OTG+RING","KSh 15,999","KSh 20,000"
"Huawei Y7p, (Dual SIM),6.39"", 64GB + 4GB RAM,48MP, 4000mAh, Aurora Blue","KSh 17,599","KSh 30,000"
"Huawei Y7p, 6.39"", 64GB + 4GB RAM (Dual SIM), 4000mAh_Aurora Blue + Free Selfie Stick","KSh 18,299","KSh 21,799"
"Huawei MATE 10 PRO 128GB + 6GB,6.3"",4G,(Dual SIM), Midnight Black","KSh 38,000","KSh 45,000"
"Huawei Y6s, 6.09"", 3 GB + 64 GB, 4G, (Dual SIM) - Black + Free 16GB Mem & Selfie Stick","KSh 13,199","KSh 16,999"
"Huawei P9 4G LTE 5.2"" Mobile Phone 3GB RAM 32GB ROM Fingerprint","KSh 12,999","KSh 25,198"
"Sony Xperia Z3 D6603 5.2"" - 16GB - 3GB - 4G LTE - 20MP - Black","KSh 10,075","KSh 20,000"
Sony Xperia XA1 32GB ROM 3GB RAM 5 Inch 23MP 4G LTE Phone -Black,"KSh 9,999","KSh 10,999"
Sony MDR EX15AP L- Shaped Jack In-Ear Earphones - Black,KSh 997,"KSh 1,700"
"Sony Xperia Z3 5.2"" - 16GB - 3GB - 4G LTE - 20MP Camera - Single SIM - Black","KSh 10,070","KSh 19,000"
Sony Xperia Z5 - Dual SIM - 3GB RAM 32GB 5.2 Inch 23.0MP 4G LTE - Gold.,"KSh 16,500","KSh 20,000"
"Sony Xperia Z3 D6603 5.2"" - 16GB - 3GB - 4G LTE - 20MP - Black","KSh 10,050","KSh 18,888"
"Sony Xperia XZ 3GB+32GB 23.0MP 5.2"" 4G LTE F8331 - Black","KSh 15,999","KSh 25,000"
"Sony Xperia XZ - 64GB 3GB - Dual SIM 23.0MP 5.2"" 4G LTE F8332 - Black","KSh 18,399","KSh 25,000"
"Sony Xperia Z3 D6603 32GB - 3GB - 20MP Camera - 5.2"" - Single Sim - White","KSh 11,999","KSh 20,000"
Sony Xperia Z5 RAM 3GB ROM 32GB 4G LTE 5.2 Inch 23MP -Green,"KSh 11,900","KSh 12,900"
Sony Xperia XA1 32GB 3GB 5.0 Android 23MP 4G LTE Mobile Phone SmartPhone -Pink,"KSh 9,999","KSh 11,999"
Sony Xperia Z3 16GB - 3GB - 20MP Camera - Single Sim + Free Screen Protector - Black,"KSh 10,500","KSh 20,000"
"Sony Xperia XZ - 64GB 3GB - Dual SIM 23.0MP 5.2"" 4G LTE F8332 - Black","KSh 22,200","KSh 25,000"
"Sony Xperia L1 5.5"" 2GB RAM 16GB 13MP Android Phone - Black","KSh 9,600","KSh 9,900"
"Sony Xperia Z5 Compact E5823 2GB+32GB Android Quad-Core 4.6"" 23.0MP GSM Used Mobile Phone(Black)","KSh 13,500","KSh 20,900"
"Sony Xperia L1 5.5"" 2GB RAM 16GB 13MP Android Phone - White","KSh 9,600","KSh 9,900"
Sony Xperia XA1 32GB 3GB 5.0 Android 23MP 4G LTE Mobile Phone SmartPhone -Gold,"KSh 9,999","KSh 11,999"
"Sony Xperia XZ 3GB 32GB 23.0MP 5.2"" 4G LTE Single SIM - Blue.","KSh 15,999","KSh 25,000"
"Sony Xperia XA1 Ultra 6.0"" Smartphone LTE Android 4GB 32GB  Mobile Phone -white","KSh 15,600","KSh 19,900"
"Sony Xperia Z2 D6503 4G LTE 3GB+16GB Android 5.2"" 20MP Uesd Mobile Phone(Black)","KSh 9,400","KSh 12,900"
"Sony Xperia Z3 D6603 5.2"" - 32GB - 3GB - 4G LTE - 20MP - Black","KSh 11,999","KSh 20,000"
Sony  Xperia Z3 D6603 16GB - 3GB - 20MP - Single Sim - Black,"KSh 13,000","KSh 15,000"
"Sony Xperia Z3+ E6553 Z3 Plus Z4 Octa Core 5.2"" 3GB+32GB 20.7MP Single SIM Uesd Mobile Phone(White)","KSh 10,900","KSh 14,000"
"Sony Xperia Z3+ E6553 Z3 Plus Z4 Octa Core 5.2"" 3GB+32GB 20.7MP Single SIM Uesd Mobile Phone(Black)","KSh 10,900","KSh 14,000"
Sony Xperia Z1 Compact D5503 Android Quad-Core 2GB RAM 16GB ROM Mobile Phone(Black),"KSh 8,099","KSh 10,990"
Sony Xperia Z5 E6653 Single SIM Mobile Phone 3GB 32GB Octa Core 5.2 Inch 23MP Camera Smartphone(White),"KSh 12,500","KSh 19,834"
"Sony Xperia Z3 D6603 16GB - 3GB - 20MP Camera - 5.2"" - Single Sim","KSh 10,070","KSh 20,000"
"Sony Xperia XZ Mobile Phone LTE 23MP 5.2"" 32GB 3GB Smartphone - Blue","KSh 13,900","KSh 16,900"
"Sony Xperia XZ 3GB+32GB 23.0MP 5.2"" 4G LTE F8331 - Black","KSh 15,999","KSh 19,000"
"Sony Xperia Z3 D6603 16GB - 3GB - 20MP Camera - 5.2"" - Single Sim - Black","KSh 10,500","KSh 15,000"
"Sony Xperia Z3 D6603 16GB - 3GB - 20MP Camera - 5.2"" - Single Sim - Black","KSh 10,500","KSh 15,000"
Sony Xperia XA F3111 Mobile Phone(White),"KSh 9,990","KSh 12,990"
"Sony Xperia XZ F8331 4G LTE 3GB+32GB Quad Core 5.2"" 23.0MP Fingerprint Used Mobile Phone (White)","KSh 14,200","KSh 27,900"
"Sony Z5 Premium E6853 5.5"" Single SIM 3GB+32GB Octa Core 23.0MP 4G Smartphone(Pink)","KSh 15,200","KSh 27,200"
"Sony Xperia XZ - 5.2"" - 32GB - 3GB RAM - 23MP - Single SIM - Black","KSh 15,899","KSh 25,000"
"Sony Xperia Z3 D6603 16GB - 3GB - 20MP Camera - 5.2"" - Single Sim - Black","KSh 10,500","KSh 20,000"
Sony Xperia Z3 3GB 16GB 5.2Inch 4G 20.7MP Single SIM - Copper,"KSh 10,050","KSh 15,999"
"Sony Xperia XZ Mobile Phone LTE 23MP 5.2"" 32GB 3GB Smartphone - Pink","KSh 13,900","KSh 16,900"
"Sony Xperia XZ Mobile Phone LTE 23MP 5.2"" 32GB 3GB Smartphone - Silver","KSh 13,900","KSh 16,900"
Sony Xperia X F5121 Smartphone(White),"KSh 12,929","KSh 14,990"
"Realme 6.5"", 128GB + 8GB RAM (Dual SIM), 4300mAh, Comet Blue","KSh 28,000",
"Realme C3, 6.5'', 3GB + 64GB (Dual SIM) - 5000mah - Blue","KSh 13,999",
"Realme C15, 6.5"", 4 GB + 128 GB (Dual SIM) - Silver","KSh 21,999",
"Realme C12,Blue,6.52'',3Gb RAM/32 Gb ROM 6000mAh,Dual Sim.","KSh 13,200","KSh 17,500"
"Realme C15, 6.5"", 4 GB + 128 GB (Dual SIM) - Blue","KSh 21,999",
"Realme C12,Red,6.52'',3Gb RAM/32 Gb ROM 6000mAh,Dual Sim.","KSh 13,200","KSh 17,500"
"Realme C15, 6.5"", 4 GB + 64 GB (Dual SIM) Silver","KSh 16,999",
"Realme 6, 6.5'', 8GB + 128GB (Dual SIM) - 4300mAh - Comet Blue + Green Band+Gift Bag","KSh 29,999",
"Honor 8A, 6.09”, 2 GB + 32 GB 3020MAH (Dual SIM) Black","KSh 10,499","KSh 12,999"
"Honor 9i Android Mobile Phone 5.84"" 3GB 32GB 3000mAh LTE Smartphone","KSh 12,900","KSh 21,900"
"Honor 7S, 5.45'', 2 GB + 16 GB 3020mAH (Dual SIM) - Black","KSh 8,299","KSh 10,999"
"Honor 8A, 6.09”, 2 GB + 32 GB 3020MAH (Dual SIM) Blue","KSh 10,499","KSh 11,999"
"Honor 7S, 5.45'', 2 GB + 16 GB 3020mAH (Dual SIM) - Gold","KSh 8,500","KSh 9,500"
Honor Play 4GB+64GB 6.3inch 16MP/2MP+16MPCameras Octa-Core Dual Sim,"KSh 46,200",
"Honor 9i Smartphone 5.84"" Hisilicon Kirin 659 Octa Core 3000mAh Cellphone","KSh 12,900","KSh 21,900"
Honor 7A 4G Phablet 5.7 inch Android 8.0 Qualcomm Snapdragon 430 Octa Core 1.4GHz 3GB RAM 32GB ROM OTG OTA,"KSh 16,374",
"Honor 8S - 4G Phone  5.71"" EMUI 9.0 Android 9.0 2GB+ 32GB 13.0MP 3020mAh","KSh 10,290","KSh 12,860"
"Oppo Reno 4, 6.4"",128GB + 8GB RAM,48MP+8MP+2MP+2MP,(Dual SIM),4G - Blue","KSh 36,790","KSh 43,890"
Oppo AIK - 32GB + 2GB - 6.1'' SCREEN - 4000mAh - FREE Selfie Stick & PopSocket.,"KSh 11,999","KSh 19,000"
"Oppo A31, 6.5"", 4GB RAM + 128GB (Dual SIM), 4230mAh - Black","KSh 21,990",
"Oppo Reno 4, 6.4"",128GB + 8GB RAM,48MP+8MP+2MP+2MP,(Dual SIM),4G - Black","KSh 38,599","KSh 43,000"
"Oppo A53, 6.5"", 128GB + 6GB RAM, (Dual SIM) 4G, 5000mAh _Plus FREE Bluetooth Headset","KSh 23,799","KSh 25,999"
"Oppo A53, 6.5"", 128GB + 6GB RAM,12 MP (Dual SIM) 4G, 5000mAh, Black","KSh 23,200","KSh 25,000"
"Oppo  A1k, 6.1"", 32 GB + 2 GB, 4000 MAh (Dual SIM) - Black","KSh 11,249","KSh 12,999"
"Oppo A53, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Blue","KSh 23,200","KSh 25,000"
"Oppo A92, 6.5"", 128GB + 8GB RAM (Dual SIM), 5000mAh_Aurora Purple","KSh 29,299","KSh 36,000"
"Oppo A31, 6.4'', 4 GB + 128 GB (Dual SIM) 4230 MAh - Lake Green","KSh 21,999",
"Oppo Reno2 F, 6.5"", 128GB + 8GB (Dual SIM), White","KSh 40,000",
"Oppo A5 2020, 6.5"", 4GB + 128GB (Dual SIM), Dazzling White","KSh 30,000",
"Oppo A5 2020, 6.5"", 3GB + 64GB (Dual SIM), Dazzling White","KSh 30,000",
"Oppo A12, 6.22"", 32GB + 3GB RAM  Dual SIM - Color Black","KSh 14,600","KSh 16,999"
"Oppo A31, 6.5"", 4GB RAM + 64GB (Dual SIM), 4230mAh - Mystery Black","KSh 19,000",
"Oppo A1K,ROM 32 GB+2 GB (DualSIM) -jsm, Black+Bluetooth ","KSh 11,495","KSh 16,975"
"Oppo A31-6.5""4GB RAM/64GB ROM DOUBLESIM LAKE GREEN","KSh 27,899",
"Oppo A31 - 6.5"", 4GB+ 128GB (Dual SIM)all-new UI Design","KSh 23,100",
"Oppo A92, 6.5"", 128 GB + 8 GB RAM (Dual SIM), 5000mAh - Black","KSh 28,999",
"Oppo A1K, 6.1"",[ 32GB+2GB RAM] - 4000mAh Battery - Black - Free Clear Back Cover","KSh 10,900","KSh 12,999"
"Oppo Reno 3 6.4"" (Dual Sim) (128GB+8GB) 4025mAh 48MP - Midnight Black","KSh 40,000",
"Oppo A1K, 6.1"", 32GB+2, HDR (Single SIM), Black","KSh 10,999","KSh 14,599"
"Oppo A53, DISPLAY 6.5"",4G, 64GB + 4GB RAM (Dual SIM),5000mAh- Black","KSh 19,999","KSh 37,000"
"Oppo A92 -128GB+8GB RAM,6.5"",4G(Dual SIM),5000mAh,Black+FREE CERAMIC SCREEN PROTECTOR","KSh 29,999","KSh 55,000"
Oppo Realme 6 6.5-inch Smartphone 4GB RAM 128GB ROM 4300mAh -white,"KSh 24,999","KSh 35,113"
"Oppo A12 ,6.22"",32GB+3GB RAM,4230mAh,13MP ,(Dual SIM) -Blue+FREE 5D SCREEN PROTECTOR","KSh 15,999","KSh 31,000"
"Oppo A31 - 6.5"", 4GB +128GB, 4230mAh, Black + FREE OTG+COVER+GIFTBAG+RING+HEADSET","KSh 23,999","KSh 29,000"
"Oppo A93, 6.43"", 128GB + 8GB RAM (Dual SIM),4000mAh, Black+FREE GIFTS","KSh 29,849","KSh 33,000"
"Oppo A93, 6.43"", 128GB + 8GB , 48MP, (Dual SIM), 4000mAh - Blue","KSh 29,988","KSh 39,999"
"Oppo A92, 6.5"", 128GB + 8GB RAM ,Dual SIM, 5000mAh, Shining White","KSh 29,599","KSh 32,000"
"Oppo  A12 ,6.22"", Processor 2.3GHz, 32GB ROM +3GB RAM,4230mAh,13MP(DUAL SIM)","KSh 14,700","KSh 21,000"
"Oppo A1K 6.1"", 32GB + 2GB RAM, 8MP+5MP Camera, (Dual SIM) _  Black","KSh 10,999","KSh 11,999"
"Oppo RENO 3 - 6.4'', 8GB + 128 GB,48MP Camera,(Dual SIM),jmd - Auroral Blue.","KSh 39,800","KSh 47,000"
"Oppo A53, 6.5"", 64GB + 4GB RAM (Dual SIM),4G, 5000mAh- Blue","KSh 19,379","KSh 37,000"
"Oppo A12, 6.22"", 32GB + 3GB RAM (Single SIM), 4230 MAh, Blue","KSh 14,999","KSh 17,000"
"Oppo A1k,6.1"",32 GB+2 GB, 4000 MAh (Dual SIM) Android 9.0-Black+FREE PHONE RING+OTG","KSh 10,999","KSh 17,999"
"Oppo A31 - 6.5"", 4GB +128GB, 4230mAh, Green + FREE OTG+COVER+GIFTBAG+RING+HEADSET","KSh 23,999","KSh 29,000"
"Oppo A53, 6GB+128GB, 6.5"", 5000mAh, 4G(Dual Sim),Blue + FREE BLUETOOTH HEADPHONES","KSh 24,000","KSh 35,600"
"Oppo A12, 32GB ROM+ 3GB RAM, 4G, 6.22"", (DUAL SIM) Black","KSh 14,990","KSh 19,999"
"Oppo A53, 6GB+128GB, 6.5"", 5000mAh, 4G(Dual Sim),Black + FREE BLUETOOTH HEADPONES","KSh 24,000","KSh 36,900"
LG G6 Dual Rear Camera 5.7 Inches 4GB RAM 32GB ROM 13.0MP LTE 4G Cellphone -Black,"KSh 11,500","KSh 16,900"
LG G6 Dual Rear Camera 5.7 Inches 4GB RAM 32GB ROM 13.0MP LTE 4G Cellphone -Silver,"KSh 11,500","KSh 16,900"
LG V20 4GB RAM 64GB ROM Android 5.7'' 16MP 4G LTE Fingerprint Smartphone -Silver,"KSh 12,990","KSh 15,990"
LG V20 4GB RAM 64GB ROM 5.7'' 16MP+8MP Fingerprint 4G LTE Smart Phone - Silver,"KSh 12,900","KSh 16,000"
LG V20 H990 4GB RAM 64GB ROM 5.7'' 4G LTE SmartPhone -Silver,"KSh 18,500","KSh 25,000"
LG Android Smartphone LG G4 4G Phone 5.5 Inch 3GB + 32GB-Brown,"KSh 8,500","KSh 9,000"
"LG V40 ThinQ 6.4"" 6GB RAM 128GB ROM Android Fingerprint SmartPhone -Red","KSh 32,900","KSh 39,900"
"LG V30 6.0"" 4GB RAM 64GB ROM 16.0MP LTE Fingerprint Cellphone - Red","KSh 19,990","KSh 22,990"
LG V30 6.0``4GB RAM 64GB ROM Rear Camera 16.0MP LTE Fingerprint Cellphone - Black,"KSh 19,900","KSh 22,900"
LG G6 Dual Rear Camera 5.7 Inches 4GB RAM 32GB ROM 13.0MP LTE 4G Cellphone -white,"KSh 12,900","KSh 22,900"
"LG V30 6.0"" 4GB RAM 64GB ROM 16.0MP LTE Fingerprint Cellphone - Blue","KSh 19,990","KSh 22,990"
"LG G7 ThinQ 4+64GB LTE Mobile Phone 6.1"" 16MP Cellphone - Red","KSh 23,990","KSh 26,990"
LG V20 4GB RAM 64GB ROM Android 5.7'' 16MP 4G LTE Fingerprint Smartphone -pink,"KSh 12,990","KSh 15,990"
LG V30 6.0``4GB RAM 64GB ROM Rear Camera 16.0MP LTE Fingerprint Phone - Silver,"KSh 19,900","KSh 22,900"
"LG G7 ThinQ 6.1"" 4GB + 64GB Dual Back Camera LTE Fingerprint Smart Phone - Black","KSh 23,999","KSh 26,999"
LG V20 H910 4GB RAM 64GB ROM 5.7'' 4G LTE SmartPhone -Black,"KSh 15,500","KSh 25,000"
LG Android Smartphone LG G4 H815 Phone Six-core 5.5-inch 3GB + 32GB RAM,"KSh 8,800","KSh 10,000"
LG Android Smartphone G4 4G Phone 5.5 Inch 3GB + 32GB-black,"KSh 8,500","KSh 12,000"
"LG V40 ThinQ 6.4"" 6GB RAM 128GB ROM Android Fingerprint SmartPhone -Black","KSh 32,900","KSh 39,900"
LG V20 H910 4GB RAM 64GB ROM 5.7'' 4G LTE SmartPhone -Silver,"KSh 15,500","KSh 25,000"
"LG V40 ThinQ 6.4"" 6GB RAM 128GB ROM Android Fingerprint SmartPhone -Grey","KSh 32,900","KSh 39,900"
LG G5 Mobile Phone Fingerprint 4G RAM 32G ROM 5.3'' 16.0MP 4G LTE Smartphone -Grey,"KSh 12,900","KSh 16,900"
LG LG-G5 Android 4GSmartphone 4GB RAM 32GB ROM-5.3 Inch Screen + Dual Camera-black,"KSh 15,900",
"LG G7 ThinQ 4+64GB LTE Mobile Phone 6.1"" 16MP Cellphone - Black","KSh 23,990","KSh 26,990"
LG Android Smartphone LG G4 H815 Phone Six-core 5.5-inch 3GB + 32GB RAM,"KSh 8,800","KSh 10,000"
"LG V30 6.0"" 4GB RAM 64GB ROM 16.0MP LTE Fingerprint Cellphone - Black","KSh 19,990","KSh 22,990"
LG Android Smartphone LG G4 4G Phone 5.5 Inch 3GB + 32GB-Red,"KSh 8,500","KSh 9,000"
"LG V40 ThinQ 6.4"" 6GB RAM 128GB ROM Android Fingerprint SmartPhone -Blue","KSh 32,900","KSh 39,900"
LG V30 6.0` 4GB RAM 64GB ROM Rear Camera 16.0MP LTE Fingerprint Smart Phone  - Blue,"KSh 19,900","KSh 22,900"
"LG G7 ThinQ 4+64GB LTE Mobile Phone 6.1"" 16MP Cellphone - Blue","KSh 23,990","KSh 26,990"
LG V20 4GB RAM 64GB ROM Android 5.7'' 16MP 4G LTE Fingerprint Smartphone -Black,"KSh 12,990","KSh 15,990"
"LG G6 5.7"" (4GB , 64GB) 4G Mobile Phone 13MP Fingerprint Smartphone - Silver","KSh 15,990","KSh 16,990"
LG G5 Mobile Phone Fingerprint 4G RAM 32G ROM 5.3'' 16.0MP 4G LTE Smartphone -Gold,"KSh 12,900","KSh 16,900"
LG LG-G2 Android Smartphone 2GB RAM 16GB ROM-5.2 Inch Screen + Dual Camera-black,"KSh 9,500",
LG Android Smartphone LG G6 5.7-inch RAM 4GB + 32GB RAM,"KSh 14,800","KSh 18,000"
"LG G7 ThinQ 6.1"" 4GB + 64GB LTE Fingerprint Smart Phone - Blue","KSh 23,999","KSh 26,999"
LG V20 H990 4GB RAM 64GB ROM 5.7'' 4G LTE SmartPhone -Pink,"KSh 18,500","KSh 25,000"
"LG G6 G600 4GB 64GB 5.7"" LTE Mobile Phone Smartphone -black","KSh 15,900","KSh 19,900"
"LG G4 Cellphone 5.5"" 3GB RAM 32GB ROM 4G LTE Mobile Phone - Red","KSh 10,999","KSh 12,999"
"LG Wine Smart LG H410 Korean Keyboard 3.2"" 1GB 4GB 3.15MP 4G LTE Slider Smartphone(Wine Red)","KSh 9,100","KSh 14,367"
"Tecno POP 2F, 5.5'', 16 GB + 1 GB (Dual SIM),  Midnight Black","KSh 6,488","KSh 9,900"
Tecno T301 - Dual SIM  -  Black  +  FREE Stereo Earphones,"KSh 1,399","KSh 1,500"
"Tecno POP 3, 5.7"", 1GB + 16GB, 3500mAh, Dual Sim - Black + FREE Watch","KSh 7,299","KSh 8,999"
"Tecno Spark 4, 6.52"", 32GB + 2GB (Dual SIM), 4G, Royal Purple","KSh 10,840","KSh 17,000"
"Tecno F1, 8GB+1GB  (Dual SIM), Dark-1.3GHz  5.0 Inch Display- Blue","KSh 5,299","KSh 7,200"
"Tecno Camon 16 Pro, 6.8'', 6GB + 128GB RAM (Dual SIM), 5000 MAh, Ice Crystal Blue","KSh 21,099","KSh 40,000"
"Tecno F1 - 5"" - 8GB+1GB RAM - 2000mAh - Dual SIM +BT+RING+OTG- Black","KSh 5,499","KSh 9,999"
"Tecno Camon 15 Air, 6.6"", 64GB + 3GB RAM (Dual SIM), 5000mAh, Malachite Blue","KSh 14,950","KSh 22,390"
"Tecno POP 3, 5.7"", 16GB + 1GB, Dual Sim, Black","KSh 7,198","KSh 10,000"
"Tecno Camon 16 Pro, 6.8""-128GB/6GB-64MP-(Dual Sim)-5000MAh- Blue+Free Gifts","KSh 21,999","KSh 25,000"
"Tecno FI,5.0',8GBRAM,(DUAL SIM CARD","KSh 5,120","KSh 8,900"
"Tecno Pop 4, 6.0"", 32GB ROM+ 2GB RAM, Dual Sim, 5000mAh -Dawn Blue.","KSh 9,090","KSh 13,000"
"Tecno Spark 5, 6.6"", 32GB + 2GB RAM (Dual SIM), 5000mAh, Ice Jediete+Free Ring+Otg","KSh 12,199","KSh 23,999"
"Tecno Camon 15 Air , 6.6"", 64GB + 3GB (Dual SIM), 48M AI Quad Camera","KSh 14,499","KSh 16,000"
"Tecno Spark 5 Air,- 7-inch,-Android 10 ,32GBROM+2GB RAM-os-Ice Jediete","KSh 12,900","KSh 18,975"
"Tecno Spark 5 Air, 7"", 32GB + 2GB RAM (Dual SIM), 5000mAh, Ice Jadeite","KSh 11,990","KSh 20,000"
"Tecno F1, 5"", 8GB + 1GB (Daul SIM), Dark Blue","KSh 5,099","KSh 7,200"
"Tecno Spark 4, 6.52"", 32GB + 2GB RAM - (Dual SIM) 4G -Vacation Blue","KSh 10,785","KSh 13,000"
"Tecno Spark 4, 6.52"", 32 GB + 2 GB (Dual SIM), 4G, Vacation Blue","KSh 10,778","KSh 15,300"
"Tecno Camon 16S,6.6'', 4GB +128GB, (Dual SIM) - Misty Grey","KSh 16,550","KSh 20,990"
"Tecno Pop 3 16GB+1GB RAM- 5.7""-3500mAh-Dual SIM-Black + 3D PROTECTOR & PHONE COVER","KSh 7,399","KSh 10,800"
"Tecno Pop 4, 6.0"", 2GB+32GB, 5MP+8MP, 3G(Dual Sim), 5000MAh- Green + Free Accessories","KSh 9,199","KSh 12,999"
"Tecno Camon 15 ,64GB + 4GB (Dual SIM),6.6 Inch, 48MP - Shoal Gold+5D SCREEN PROTECTOR","KSh 16,999","KSh 31,000"
"Tecno Spark 5 Pro , 6.6'' , 16MP, 3GB+64GB, 5000MAh , Ice Jadeite + Free Gifts","KSh 13,999","KSh 16,000"
"Tecno Camon 15 Air,6.6"", 64GB+3GB (Dual SIM), 48MP -Grey+Free-OTG","KSh 14,999","KSh 23,899"
"Tecno Pop 4, 6.0"", 2GB+32GB, 3G (Dual SIM) 5000MAh-Green + FREE RING & SELFIE STICK","KSh 8,699","KSh 11,550"
"Tecno Camon 16 Premier, 6.9'', 8 GB +128 GB, (Dual SIM) 4500MAh.","KSh 27,999",
"Tecno POP 3, 5.7"", 1GB + 16GB, 3500mAh, Dual Sim - Black Plus Free BLUTOOTH SPEAKER","KSh 7,590","KSh 9,999"
"Tecno Camon 16 Premier, 6.9'', 8GB +128GB,64MP+48MP Selfie (Dual SIM) - Glacial Silver","KSh 28,399","KSh 34,750"
"Tecno Pop 4, 6.0"", 2GB+32GB, 5MP+8MP, 3G(Dual Sim), 5000MAh- Green","KSh 8,670","KSh 12,000"
"Tecno F1, 8GB Storage, + 1GB RAM, (Dual SIM), Jos,,Black +Bluetooth+OTG","KSh 5,550","KSh 9,800"
"Tecno Camon 16 Pro, 6.8'', 6GB + 128GB RAM (Dual SIM), 5000 MAh, Ice Crystal Blue","KSh 19,900","KSh 25,000"
"Tecno Camon 12 Pro, 64GB+6GB, 4G (Dual Sim)--Dawn Blue+COVER+OTG+Ring","KSh 16,988","KSh 20,000"
"Tecno Pop 4, 6.0"", 2GB RAM+32GB ROM, 3G(Dual Sim) - Dawn Blue + FREE SELFIE, RING, OTG","KSh 9,188","KSh 13,999"
"Tecno Spark 5 Air, 7.0"", 13MP, 2GB+32GB,5000MAh (Dual SIM) Ice Jediete","KSh 11,999","KSh 16,999"
"Tecno Spark 5 Air 2020, 7""-32GB/2GB-Dual SIM-13MP-5000mAh-Ice Jadeite+FREE Gifts","KSh 13,999","KSh 17,999"
"Tecno  Spark 4 - 6.52"", 2GB +32GB ROM, 13MP+8MP, 4000mAh, 4G,Dual SIM -Blue","KSh 10,785","KSh 15,000"
"Tecno SPARK 5, 32GB + 2GBRam, 4G, Android 10, 5000mAh, Ice Jadeite + FREE WATCH","KSh 12,360","KSh 19,999"
"Tecno Pouvoir 4 Pro,128GB+6GB RAM, - 7"" 6000mAh, 4G - Misty  Grey + Free Gifts","KSh 20,199","KSh 28,999"
"Tecno Camon 16s, 4 GB + 128 GB, 5000mAh (Dual Sim) - Ice Jadeite","KSh 16,999","KSh 22,000"
"Infinix Hot 10 Lite,6.6"",32GB + 2GB RAM , 5000mAh-Cyan+ FREE Watch","KSh 11,699","KSh 16,000"
"Infinix Note 8i, 6.78"", 64GB + 4GB (Dual SIM), 5200mAh, 4G - Ice Diamond","KSh 16,999",
"Infinix Hot 9, 64GB RAM +3GB, 6.6 Inch,(Dual SIM),5000mAh _ Black","KSh 13,700","KSh 16,000"
"Infinix Hot 9, 32GB RAM +2GB, 6.6 Inch,(Dual SIM),5000mAh _ Black","KSh 12,200","KSh 15,000"
"Infinix SMART 2, 5.5"", 16GB +1GB, 13MP Camera (Dual SIM), Red","KSh 12,000",
"Infinix S5 ,6.6"",6GB+128GB,4 AI Cameras, 4G ,Dual SIM+Free OTG Cable - Black.","KSh 20,999","KSh 29,000"
"Infinix Smart 4 - 6.6"", 4000mAh, 32GB/2GB Dual SIM,4G - Black + Gift Ring","KSh 11,740","KSh 14,999"
"Infinix Hot 9 - 6.6"" - 2GB + 32GB (Dual SIM) - 5000mAh - Ocean Wave","KSh 13,399",
"Infinix Hot 9 - 6.6"" - 2GB + 32GB (Dual SIM) - 5000mAh - Black","KSh 13,399",
"Infinix Note 7 - 6.95"" - 4GB + 64GB (Dual SIM) - 5000mAh - Blue","KSh 28,000",
"Infinix S5 - 6.6"", 6GB + 128GB, 4 AI Cameras, 4G (Dual SIM) Black + OTG Cable","KSh 21,499","KSh 29,000"
"Infinix Hot 7 (X624B), 32GB + 2GB (Dual SIM), Purple","KSh 11,299","KSh 30,000"
"Infinix HOT 7 - 32GB - 2GB, 6.2"", 13MP, 4000mAh, Dual SIM - Black","KSh 25,000",
"Infinix HOT 6 (X606D),16GB + 1GB (Dual SIM), Red","KSh 11,499","KSh 30,000"
Lenovo S5 Pro Global Version 6.2'' 6GB + 64GB Snapdragon 636 Octa Core 4G Smartphone,"KSh 15,880","KSh 31,137"
Lenovo K5 Pro 6GB 64GB Octa Core 4G Smartphone,"KSh 18,899","KSh 19,999"
Lenovo K5 Play L38011 4G Mobile Phone Face ID 5.7-inch HD+,"KSh 19,798","KSh 39,596"
Lenovo S5 Pro Global Version 6.2'' 6GB + 64GB Snapdragon 636 Octa Core 4G Smartphone,"KSh 15,880","KSh 28,900"
Lenovo Global Version  S5 Pro Mobile Phone 6.2inch 6GB 64GB,"KSh 30,554","KSh 61,108"
Lenovo S5 K520 Face ID LTE 5.7inch FHD+ 18:9 4G RAM 64G ROM,"KSh 22,372","KSh 44,744"
Lenovo Global Version  S5 Pro Mobile Phone 6.2inch 6GB 128GB,"KSh 33,120","KSh 66,240"
Lenovo Global Version  S5 Pro Mobile Phone 6.2inch 6GB 64GB,"KSh 30,554","KSh 61,108"
Lenovo K5 4G Mobile Phone 5.7-inch HD+ 18:9 Display MT6750,"KSh 18,454","KSh 36,908"
Lenovo Global Version  K5 Pro Mobile Phone 6GB+64GB 5.99inch,"KSh 27,841","KSh 55,682"
